"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"717","Ohio Valley","MOUNT VICTORY","MAIN OFFICE","385565001","115 S MAIN ST","MOUNT VICTORY","OH","43340-8911","Feb-55","Landlord","4/1/2016","3/31/2019","P","P","None Specified","","","","DANA L BAKER","NORMA L BAKER","BAKER DEVELOPMENT","PO BOX 137","MOUNT VICTORY","OH","433400137","","1,494","2,074","$8,700.00 ","$5.82 ","$0.00 ","$0.00 "
"718","Ohio Valley","MOWRYSTOWN","MAIN OFFICE","385572001","2 W MAIN ST","MOWRYSTOWN","OH","45155-9998","Nov-48","Landlord","10/1/2009","","A","A","None Specified","","","","KLAYTON W JUILLERAT","KARA JUILLERAT","DBA JUILLERAT ENTERPRISES LLC","12674 MOUND RD","WINCHESTER","OH","456979650","","1,080","1,880","$3,300.00 ","$3.06 ","$0.00 ","$0.00 "
"719","Ohio Valley","MOXAHALA","MAIN OFFICE","385579003","3310 STATE ROUTE 13 SE","MOXAHALA","OH","43761-9900","Jul-87","USPS (Not Roof)","7/1/2012","6/30/2017","A","A","Reimbursable","","","","T B DRILLING CO","5565 HARDWELL DR","","","HILLIARD","OH","430268093","","1,168","17,000","$12,480.00 ","$10.68 ","$12,730.00 ","$10.90 "
"720","Ohio Valley","MURRAY CITY","MAIN OFFICE","385600001","13990 LOCUST ST","MURRAY CITY","OH","43144-9900","Jun-61","USPS (Not Roof)","1/1/2012","12/31/2016","P","P","None Specified","","1","5","FRATERNAL ORD OF EAGLES","MURRAY CITY AERIE 1044","PO BOX 9","","MURRAY CITY","OH","431440009","","744","864","$4,800.00 ","$6.45 ","$5,400.00 ","$7.26 "
"721","Ohio Valley","NEVILLE","MAIN OFFICE","385684001","406 MAIN ST","NEVILLE","OH","45156-9998","Apr-38","Landlord","5/1/2015","4/30/2020","P","P","None Specified","","","","TERRY HELMS","PHILLIS HELMS","2428 JETT HILL ROAD","","NEW RICHMOND","OH","451579593","","775","775","$5,580.00 ","$7.20 ","$0.00 ","$0.00 "
"722","Ohio Valley","NEW ALBANY","MAIN OFFICE","385691003","102 W MAIN ST","NEW ALBANY","OH","43054-9142","Sep-99","USPS (Not Roof)","9/3/1999","9/2/2019","P","P","Reimbursable","","3","15","PEAK PROPERTIES LTD","795 OAK CANYON DR","","","LOVELAND","OH","451409382","","6,425","56,149","$108,250.00 ","$16.85 ","$135,250.00 ","$21.05 "
"723","Ohio Valley","NEW BLOOMINGTON","MAIN OFFICE","385726001","160 S MAIN ST","NEW BLOOMINGTON","OH","43341-9582","Jul-54","Landlord","7/1/2012","6/30/2017","P","P","None Specified","","","","ROBERT G BISH","TRUSTEE","THE BISH FAMILY TRUST","3106 LARUE PROSPECT RD S","MARION","OH","433029500","","703","1,500","$4,700.00 ","$6.69 ","$5,000.00 ","$7.11 "
"724","Ohio Valley","NEW CARLISLE","MAIN OFFICE","385754001","107 W LAKE AVE","NEW CARLISLE","OH","45344-9998","Jul-69","Landlord","7/1/2014","6/30/2019","P","P","Reimbursable","","","","DORSTEN INVESTMENT LTD","PO BOX 156","","","MINSTER","OH","458650156","","7,724","54,520","$33,000.00 ","$4.27 ","$0.00 ","$0.00 "
"725","Ohio Valley","NEW HOLLAND","MAIN OFFICE","385796001","100 N MAIN ST","NEW HOLLAND","OH","43145-9900","Apr-62","USPS (Not Roof)","4/16/2015","4/15/2020","P","P","Reimbursable","N","","","POSTAL BUILDING & LEASING CO","720 OLIVE ST STE 1630","","","SAINT LOUIS","MO","631012321","","1,794","9,000","$23,400.00 ","$13.04 ","$0.00 ","$0.00 "
"726","Ohio Valley","NEW LEBANON","MAIN OFFICE","385810001","77 W MAIN ST","NEW LEBANON","OH","45345-9998","Dec-61","USPS (Not Roof)","7/1/2007","6/30/2017","P","P","Reimbursable","","","","GLATZ INVESTMENTS","A PARTNERSHIP","823 FAIRFIELD LAKE DR","","TOWN AND COUNTRY","MO","630175926","","2,545","9,131","$29,903.75 ","$11.75 ","$29,904.00 ","$11.75 "
"727","Ohio Valley","NEW MADISON","MAIN OFFICE","385838002","133 N HARRISON ST","NEW MADISON","OH","45346-9998","Nov-76","Landlord","12/1/2011","11/30/2016","P","P","Reimbursable","","","","DANIEL D DECLAIRE","N GAIL DECLAIRE","PO BOX 46","","SARDINIA","OH","451710046","","1,443","13,613","$9,600.00 ","$6.65 ","$10,000.00 ","$6.93 "
"728","Ohio Valley","NEW MARSHFIELD","MAIN OFFICE MODULAR","385845003","3996 OLD STATE ROUTE 56","NEW MARSHFIELD","OH","45766-9997","","USPS","7/1/2007","6/30/2022","Y","Z","None Specified","","2","10","ATHENS COUNTY COMMISSIONERS","15 S COURT ST","","","ATHENS","OH","457012836","","960","13,800","$2,400.00 ","$2.50 ","$3,000.00 ","$3.13 "
"729","Ohio Valley","NEW PARIS","MAIN OFFICE","385873002","306 S WASHINGTON ST","NEW PARIS","OH","45347-9998","Nov-79","Landlord","11/1/2014","10/31/2019","B","B","None Specified","","","","ROBERT SCHEIDING","5221 KIMBERLY CT","","","NEW PARIS","OH","453471566","","1,200","8,614","$8,944.00 ","$7.45 ","$0.00 ","$0.00 "
"730","Ohio Valley","NEW PLYMOUTH","MAIN OFFICE","385887002","68197 STATE ROUTE 56","NEW PLYMOUTH","OH","45654-8821","Nov-77","Landlord","12/1/2011","11/30/2016","P","P","None Specified","","","","NORA MAE CARTER","PO BOX 8","","","NEW PLYMOUTH","OH","456540008","","414","1,800","$4,800.00 ","$11.59 ","$5,000.00 ","$12.08 "
"731","Ohio Valley","NEW RICHMOND","MAIN OFFICE","385901001","501 MARKET ST","NEW RICHMOND","OH","45157-9998","Feb-56","USPS (Not Roof)","2/1/2016","1/31/2021","P","P","Reimbursable","","","","BLESER FAMILY PROPERTIES LTD","7179 GAINES RD","","","CINCINNATI","OH","452473403","","1,520","3,780","$8,100.00 ","$5.33 ","$0.00 ","$0.00 "
"732","Ohio Valley","NEW STRAITSVILLE SHAWNEE","MAIN OFFICE MODULAR","385936003","214 WEST MAIN ST","NEW STRAITSVILLE","OH","43766-9700","Apr-09","USPS","9/1/2008","8/31/2023","Y","Z","None Specified","","2","10","ELIZABETH A COOK","8487 TOWNSHIP ROAD 257 SE","","","SHAWNEE","OH","437829705","","1,440","12,700","$6,000.00 ","$4.17 ","$0.00 ","$0.00 "
"733","Ohio Valley","NEW VIENNA","MAIN OFFICE","385964002","209 W MAIN ST","NEW VIENNA","OH","45159-9998","Nov-76","Landlord","12/1/2011","11/30/2016","P","P","Reimbursable","","","","PATRICIA VAN HARLINGEN","2427 JACK RD","","","LEBANON","OH","450369219","","1,728","7,566","$11,100.00 ","$6.42 ","$11,750.00 ","$6.80 "
"734","Ohio Valley","NEWPORT","MAIN OFFICE","385894002","19 GREENE ST","NEWPORT","OH","45768-9802","May-75","USPS","8/1/2014","7/31/2019","P","P","Reimbursable","","1","5","E A HARRIS CO","PO BOX 45","","","RENO","OH","457730045","","1,065","15,509","$8,317.00 ","$7.81 ","$8,733.00 ","$8.20 "
"735","Ohio Valley","NEWTONSVILLE","MAIN OFFICE","385950002","854 WRIGHT ST","NEWTONSVILLE","OH","45158-9998","Feb-76","Landlord","2/1/2016","1/31/2021","P","P","Reimbursable","","1","5","DANIEL D DECLAIRE","N GAIL DECLAIRE","PO BOX 46","","SARDINIA","OH","451710046","","768","14,195","$5,280.00 ","$6.88 ","$5,700.00 ","$7.42 "
"736","Ohio Valley","NORTH HAMPTON","MAIN OFFICE","386062001","23 N MAIN ST","NORTH HAMPTON","OH","45349-9998","Feb-55","USPS","4/1/2014","3/31/2019","P","P","None Specified","","","","GREGORY L THOMAS","AND NANCY M THOMAS","1990 STATE RTE 235 S","","SAINT PARIS","OH","430729389","","800","800","$6,300.00 ","$7.88 ","$0.00 ","$0.00 "
"737","Ohio Valley","NORTH LEWISBURG","MAIN OFFICE","386104001","24 E MAPLE ST","NORTH LEWISBURG","OH","43060-9008","Feb-55","Landlord","3/1/2016","2/28/2021","P","P","None Specified","","1","5","FRANK A SUMMERFIELD","AND/OR DEANNA J SUMMERFIELD","PO BOX 294","","NORTH LEWISBURG","OH","430600294","","957","2,278","$7,560.00 ","$7.90 ","$7,944.00 ","$8.30 "
"738","Ohio Valley","NORTH STAR","MAIN OFFICE","386153002","4 S MAIN ST","NORTH STAR","OH","45350-9998","Jul-82","Landlord","7/1/2015","6/30/2020","P","P","","","","","BARGA PROPERTIES LTD","MARY ANN BARGA","6768 WHITE SPRINGS DR","","GREENVILLE","OH","453313250","","280","1,500","$2,220.00 ","$7.93 ","$0.00 ","$0.00 "
"739","Ohio Valley","NORWICH","MAIN OFFICE","386174001","10445 MAIN ST","NORWICH","OH","43767-9900","Jun-64","USPS (Not Roof)","6/1/2014","5/31/2019","A","A","Reimbursable","","","","LINDA L PRIBULA","5424 DUEBER AVE SW","","","CANTON","OH","447064266","","1,296","6,536","$10,800.00 ","$8.33 ","$0.00 ","$0.00 "
"740","Ohio Valley","OAK HILL","MAIN OFFICE","386216001","109 RAILROAD ST","OAK HILL","OH","45656-9801","Jul-62","USPS (Not Roof)","7/7/2012","7/6/2017","P","P","Reimbursable","","","","MUETZEL FAMILY REAL ESTATE LLC","PO BOX 710","","","SOMERSET","OH","437830710","","3,619","11,878","$31,656.00 ","$8.75 ","$0.00 ","$0.00 "
"741","Ohio Valley","OKEANA","MAIN OFFICE","386251002","6179 CINCINNATI BROOKVILLE RD","OKEANA","OH","45053-9998","Jun-79","Landlord","6/1/2012","5/31/2017","P","P","None Specified","","1","5","CMEPP ENTERPRISES LLC","5273 CINCINNATI BROOKVILLE RD","","","HAMILTON","OH","450139287","","1,134","3,708","$6,102.00 ","$5.38 ","$6,780.00 ","$5.98 "
"742","Ohio Valley","OLD WASHINGTON","MAIN OFFICE","386272001","204 OLD NATIONAL RD","OLD WASHINGTON","OH","43768-9901","Jul-57","USPS (Not Roof)","5/1/2014","4/30/2019","B","B","Reimbursable","","","","B & N REALTY INC","550 RIDGEWOOD LN","","","CAMBRIDGE","OH","437252151","","1,038","6,500","$6,900.00 ","$6.65 ","$0.00 ","$0.00 "
"743","Ohio Valley","ORIENT","MAIN OFFICE","386307001","7820 STAHL RD","ORIENT","OH","43146-9900","Nov-69","USPS (Not Roof)","11/1/2014","10/31/2019","B","B","Reimbursable","","","","BRUSH CREEK PARTNERS","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","2,614","15,500","$28,100.50 ","$10.75 ","$0.00 ","$0.00 "
"744","Ohio Valley","OSGOOD","MAIN OFFICE LAND","386328002","24 W MAIN ST","OSGOOD","OH","45351-9998","","Landlord","6/21/1997","6/20/2017","X","Z","None Specified","","","","VILLAGE OF OSGOOD","PO BOX 177","","","OSGOOD","OH","453510177","","0","25,000","$2,100.00 ","$0.08 ","$2,400.00 ","$0.10 "
"745","Ohio Valley","OTWAY","MAIN OFFICE","386363001","6969 STATE ROUTE 73","OTWAY","OH","45657-9153","Feb-55","USPS (Not Roof)","8/10/2011","8/9/2016","P","P","Reimbursable","N","","","FIRST INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,200","5,000","$6,900.00 ","$5.75 ","$7,400.00 ","$6.17 "
"746","Ohio Valley","OVERPECK","MAIN OFFICE","386377002","4212 TRENTON RD","OVERPECK","OH","45055-9998","May-76","Landlord","5/1/2016","4/30/2021","B","B","None Specified","","2","10","WILLIAM E PAULLIN","7001 WAYNE TRACE RD","","","SOMERVILLE","OH","450649489","","768","3,648","$6,100.00 ","$7.94 ","$6,527.00 ","$8.50 "
"747","Ohio Valley","OWENSVILLE","MAIN OFFICE","386384001","285 W MAIN ST","OWENSVILLE","OH","45160-9998","Feb-55","USPS (Not Roof)","11/16/2013","11/15/2018","A","A","None Specified","","","","CARL W FETTER","PO BOX 367","","","OWENSVILLE","OH","451600367","","800","6,470","$6,900.00 ","$8.63 ","$0.00 ","$0.00 "
"748","Ohio Valley","PALESTINE","MAIN OFFICE","386405002","105 W CROSS ST","PALESTINE","OH","45352-9998","Nov-77","USPS (Not Roof)","11/1/2012","10/31/2017","P","P","None Specified","","","","GERRI E CROWELL","1346 FT JEFFERSON RD","","","GREENVILLE","OH","453311048","","134","134","$3,000.00 ","$22.39 ","$3,200.00 ","$23.88 "
"749","Ohio Valley","PATRIOT","MAIN OFFICE","386440001","1584 PATRIOT RD","PATRIOT","OH","45658-9998","Jun-71","Landlord","5/1/2012","4/30/2017","A","A","None Specified","","1","5","MARSHALLINE M BURNETT","PO BOX 43","","","PATRIOT","OH","456580043","","400","2,714","$3,600.00 ","$9.00 ","$4,200.00 ","$10.50 "
"750","Ohio Valley","PEDRO","MAIN OFFICE","386489001","8284 STATE ROUTE 93","PEDRO","OH","45659-8401","Jun-61","USPS","8/1/2014","7/31/2019","P","P","Reimbursable","","","","DEERFIELD R/E INVESTMENTS LLC","P O BOX 710","","","SOMERSET","OH","437830710","","1,014","6,403","$8,500.00 ","$8.38 ","$0.00 ","$0.00 "
"751","Ohio Valley","PEEBLES","MAIN OFFICE","386496002","184 N MAIN ST","PEEBLES","OH","45660-1296","Apr-78","Landlord","5/1/2013","4/30/2018","P","P","Reimbursable","","","","E JOSEPH LOWE M.D.","13104 SW 106 AVE","","","MIAMI","FL","331765530","","2,304","30,480","$16,800.00 ","$7.29 ","$0.00 ","$0.00 "
"752","Ohio Valley","PEMBERTON","MAIN OFFICE","386503002","6673 PALESTINE ST","PEMBERTON","OH","45353-9998","Jul-73","Landlord","7/1/2011","6/30/2016","P","P","None Specified","N","","","MARK R RUNKLE","7107 TAWAWA MAPLEWOOD RD","","","SIDNEY","OH","453659201","","450","450","$3,000.00 ","$6.67 ","$3,800.00 ","$8.44 "
"753","Ohio Valley","PHILO","MAIN OFFICE","386601001","265 MAIN ST","PHILO","OH","43771-9900","Oct-65","Landlord","9/1/2015","8/31/2020","P","P","Reimbursable","","","","LOIS V MORRIS","TRUSTEE LOIS V MORRIS TRUST","12971 KILGER CT","","PICKERINGTON","OH","431479070","","1,230","6,695","$8,604.00 ","$7.00 ","$0.00 ","$0.00 "
"754","Ohio Valley","PIKETON","MAIN OFFICE","386636001","114 S FORSYTHE ST","PIKETON","OH","45661-8090","Jan-61","USPS (Not Roof)","1/17/2012","1/16/2017","P","P","Reimbursable","N","","","4C VENTURES LLC","1086 CONCORD CHURCH RD","","","CHILLICOTHE","OH","456019063","","1,690","4,451","$10,620.00 ","$6.28 ","$11,682.00 ","$6.91 "
"755","Ohio Valley","PITSBURG","MAIN OFFICE","386664002","100 JEFFERSON ST","PITSBURG","OH","45358-9998","Sep-75","Landlord","9/1/2012","8/31/2017","P","P","None Specified","","","","DAVID J POLLARD","ANITA R POLLARD","8435 GRUBBS-REX RD","","ARCANUM","OH","453049439","","554","554","$3,600.00 ","$6.50 ","$3,800.00 ","$6.86 "
"756","Ohio Valley","PLAIN CITY","MAIN OFFICE","386671001","219 MAPLE ST","PLAIN CITY","OH","43064-1293","Jun-59","USPS (Not Roof)","6/1/2012","5/31/2017","P","P","Reimbursable","","1","5","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","2,774","13,200","$17,760.00 ","$6.40 ","$20,100.00 ","$7.25 "
"757","Ohio Valley","PLEASANT HILL","MAIN OFFICE","386706001","102 N MAIN ST","PLEASANT HILL","OH","45359-9998","Jun-68","Landlord","7/1/2014","6/30/2018","P","P","None Specified","N","","","JOSEPH E FLANAGAN JR","4110 TANGLETREE CT","","","DAYTON","OH","454142588","","2,565","9,375","$20,315.00 ","$7.92 ","$0.00 ","$0.00 "
"758","Ohio Valley","PLEASANT PLAIN","MAIN OFFICE","386713001","10069 STATE ROUTE 132","PLEASANT PLAIN","OH","45162-9998","Dec-61","USPS (Not Roof)","8/1/2015","7/31/2020","P","P","Reimbursable","","","","BRUSH CREEK PARTNERS","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","984","2,284","$9,643.20 ","$9.80 ","$0.00 ","$0.00 "
"759","Ohio Valley","PLEASANTVILLE","MAIN OFFICE","386727002","103 S MAIN ST","PLEASANTVILLE","OH","43148-9900","May-76","USPS","5/1/2016","4/30/2021","P","P","None Specified","","1","5","PLEASANT VALLEY LODGE","NO 531 F & A M","PO BOX 5863","","PLEASANTVILLE","OH","431480863","","1,280","2,180","$10,200.00 ","$7.97 ","$11,220.00 ","$8.77 "
"760","Ohio Valley","PORT JEFFERSON","MAIN OFFICE","386790002","109 E MAIN ST","PORT JEFFERSON","OH","45360-9998","Apr-81","USPS (Not Roof)","4/1/2012","3/31/2017","P","P","None Specified","","","","JAMES P MCCRARY, TRUSTEE","JAMES P MCCRARY REVOCABLE","TRUST AGREEMENT","18805 STATE ROUTE 47","SIDNEY","OH","453653537","","818","2,616","$6,000.00 ","$7.33 ","$6,400.00 ","$7.82 "
"761","Ohio Valley","PORT WASHINGTON","MAIN OFFICE","386811001","103 SAINT CLAIRSVILLE RD SW","PORT WASHINGTON","OH","43837-9719","Mar-55","Landlord","1/1/2016","12/31/2020","P","P","None Specified","","1","5","TODD W FILLMAN","1554 FILLMANS BOTTOM RD SW","","","PORT WASHINGTON","OH","438379134","","924","2,000","$6,372.00 ","$6.90 ","$7,009.00 ","$7.59 "
"762","Ohio Valley","PORT WILLIAM","MAIN OFFICE","386818003","227 MAIN ST","PORT WILLIAM","OH","45164-9998","Oct-85","USPS","10/1/2015","9/30/2020","P","P","None Specified","","2","10","VILLAGE OF PORT WILLIAM","PO BOX 17","","","PORT WILLIAM","OH","451640017","","1,357","6,000","$11,000.00 ","$8.11 ","$12,100.00 ","$8.92 "
"763","Ohio Valley","PORTLAND","MAIN OFFICE","386797002","30935 HIGH ST","PORTLAND","OH","45770-9800","Sep-78","Landlord","9/1/2014","8/31/2019","P","P","None Specified","","1","5","FRED A. ENGLE, JR.","ANN M. ENGLE","P. O. BOX 60","","PORTLAND","OH","457700060","","585","5,000","$5,154.60 ","$8.81 ","$5,670.06 ","$9.69 "
"764","Ohio Valley","PORTSMOUTH","NEW BOSTON DPBU-B&G ","386804006","610 GAY ST","PORTSMOUTH","OH","45662-9998","Mar-00","Landlord","3/1/2000","","E","E","None Specified","","1","","B & G FAMILY FOOD MART","3520 RHODES AVE","","","PORTSMOUTH","OH","456624975","","75","20,000","$1,000.00 ","$13.33 ","$0.00 ","$0.00 "
"765","Ohio Valley","PORTSMOUTH","SCIOTOVILLE STA","386804001","423 HARDING AVE","PORTSMOUTH","OH","45662-5487","Jul-66","Landlord","11/1/2011","10/31/2016","P","P","None Specified","","1","5","JEFFREY L BRANT","BARBARA P BRANT","SCIOTOVILLE STATION","PO BOX 4010","SCIOTOVILLE","OH","456622010","","1,257","4,319","$7,500.00 ","$5.97 ","$8,100.00 ","$6.44 "
"766","Ohio Valley","POTSDAM","MAIN OFFICE","386825002","2 W CROSS ST","POTSDAM","OH","45361-9998","Dec-77","Landlord","12/1/2013","11/30/2018","P","P","None Specified","","","","BILLIE WHITE","PO BOX 22","","","POTSDAM","OH","453610022","","362","6,000","$3,900.00 ","$10.77 ","$0.00 ","$0.00 "
"767","Ohio Valley","POWELL","MAIN OFFICE","386832003","40 GRACE DR","POWELL","OH","43065-9113","Aug-89","USPS (Not Roof)","8/1/2012","7/31/2017","A","A","Reimbursable","","","","LDH 2000 FAMILY LIMITED PARTNERSHIP","P O BOX 389","","","DELAWARE","OH","430150389","","12,538","121,053","$100,000.00 ","$7.98 ","$100,440.00 ","$8.01 "
"768","Ohio Valley","PROCTORVILLE","MAIN OFFICE","386853002","6200 COUNTY ROAD 107","PROCTORVILLE","OH","45669-9104","Feb-00","USPS (Not Roof)","2/3/2000","2/2/2020","P","P","Percentage","Y","3","15","ANTHONY M FULKS","AND/OR TAYLOR E FULKS","466 TOWNSHIP ROAD 1539","","PROCTORVILLE","OH","456698010","","5,075","44,431","$75,323.00 ","$14.84 ","$83,769.00 ","$16.51 "
"769","Ohio Valley","PROSPECT","MAIN OFFICE","386860001","120 N MAIN ST","PROSPECT","OH","43342-9633","Mar-55","USPS (Not Roof)","8/1/2013","7/31/2018","P","P","None Specified","","","","MARION PUBLIC LIBRARY","445 E CHURCH ST","","","MARION","OH","433024290","","1,515","1,615","$6,600.00 ","$4.36 ","$0.00 ","$0.00 "
"770","Ohio Valley","QUINCY","MAIN OFFICE","386881002","103 S MIAMI ST","QUINCY","OH","43343-9624","Jun-88","USPS (Not Roof)","6/1/2011","5/31/2016","P","P","None Specified","N","","","RANDY HOFFMAN","17248 SW 13TH ST","","","PEMBROKE PINES","FL","330294813","","1,030","4,230","$8,700.00 ","$8.45 ","$9,135.00 ","$8.87 "
"771","Ohio Valley","RADNOR","MAIN OFFICE","386902001","4355 STATE ROUTE 203","RADNOR","OH","43066-7000","Aug-63","USPS (Not Roof)","8/1/2011","7/31/2016","P","P","None Specified","N","","","ELLEN M SWINGER","201 MARRETT FARM RD","","","UNION","OH","453223453","","850","3,994","$5,808.00 ","$6.83 ","$6,200.00 ","$7.29 "
"772","Ohio Valley","RARDEN","MAIN OFFICE","386937001","1586 MAIN ST","RARDEN","OH","45671-9800","Jun-62","Landlord","12/1/2014","11/30/2019","P","P","None Specified","","1","5","JEFF MASON","GWEN MASON","14173 STATE ROUTE 772","","RARDEN","OH","456719003","","459","459","$4,000.00 ","$8.71 ","$4,500.00 ","$9.80 "
"773","Ohio Valley","RAYMOND","MAIN OFFICE","386972002","21655 MAIN ST","RAYMOND","OH","43067-9004","Aug-82","Landlord","2/1/2015","1/31/2020","P","P","None Specified","","","","LIBERTY TOWNSHIP TRUSTEES","PO BOX 122","","","RAYMOND","OH","430670122","","660","1,524","$5,557.00 ","$8.42 ","$0.00 ","$0.00 "
"774","Ohio Valley","REEDSVILLE","MAIN OFFICE","386979001","55420 TOWNSHIP ROAD 1016","REEDSVILLE","OH","45772-9801","Oct-67","Landlord","10/1/2015","9/30/2020","P","P","None Specified","","","","DOHRMAN V REED","& PHYLLIS REED","PO BOX 98","","REEDSVILLE","OH","457720098","","1,014","7,920","$8,700.00 ","$8.58 ","$0.00 ","$0.00 "
"775","Ohio Valley","REESVILLE","MAIN OFFICE","386986001","540 N STATE ROUTE 72","REESVILLE","OH","45166-9998","Jun-88","Landlord","6/1/2014","5/31/2019","P","P","None Specified","","","","ROBERT KEITH SANFREY","AND/OR MICHELLE L SANFREY","1868 SR 72 S","","SABINA","OH","451699008","","533","542","$5,220.00 ","$9.79 ","$0.00 ","$0.00 "
"776","Ohio Valley","REYNOLDSBURG","MAIN OFFICE","387028002","7185 E MAIN ST","REYNOLDSBURG","OH","43068-9998","Aug-76","USPS (Not Roof)","8/1/2011","7/31/2016","P","P","Reimbursable","","","","NANCE FAMILY LLC","2000 W HENDERSON RD STE 500","","","COLUMBUS","OH","432202497","","10,615","50,431","$90,000.00 ","$8.48 ","$96,317.00 ","$9.07 "
"777","Ohio Valley","RICHMOND DALE","MAIN OFFICE","387042001","1024 MAIN ST","RICHMOND DALE","OH","45673-9713","Feb-55","Landlord","10/1/2015","9/30/2020","A","A","None Specified","","","","JENNIFER BLAKE","PO BOX 127","","","RICHMOND DALE","OH","456730127","","454","454","$5,100.00 ","$11.23 ","$0.00 ","$0.00 "
"778","Ohio Valley","RICHWOOD","MAIN OFFICE","387049001","12 E OTTAWA ST","RICHWOOD","OH","43344-9997","Jan-62","USPS (Not Roof)","9/1/2006","8/31/2016","P","P","Reimbursable","N","","","KPO LLC","665 E. WALNUT STREET","","","WESTERVILLE","OH","430812465","","2,682","8,500","$23,100.00 ","$8.61 ","$28,832.00 ","$10.75 "
"779","Ohio Valley","RIDGEWAY","MAIN OFFICE","387063001","114 E HALE ST","RIDGEWAY","OH","43345-9561","Jan-54","Landlord","1/1/2016","12/31/2020","P","P","None Specified","","1","5","BILLIE WINGFIELD SONS PTRSHP","15230 SR 309","","","KENTON","OH","433260001","","968","2,400","$7,200.00 ","$7.44 ","$7,920.00 ","$8.18 "
"780","Ohio Valley","RIO GRANDE","MAIN OFFICE","387077001","408 W COLLEGE ST","RIO GRANDE","OH","45674-9800","Mar-62","USPS","3/1/2014","2/28/2019","P","P","Reimbursable","","","","JACQUELINE E DAVIES","6831 ROYAL PLUME DR","","","DUBLIN","OH","430167257","","846","4,017","$8,000.00 ","$9.46 ","$0.00 ","$0.00 "
"781","Ohio Valley","RIPLEY","MAIN OFFICE","387084001","100 S 2ND ST","RIPLEY","OH","45167-9998","Nov-62","Landlord","11/1/2012","10/31/2017","P","P","Reimbursable","N","","","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","2,640","18,000","$20,315.00 ","$7.70 ","$22,440.00 ","$8.50 "
